Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
113	27.657455	4.506457	29.033276	8.451447	143.10527	12.125448	3.0741587	19.319403	7.227498	684000	-9.934108e-09	7.0650067	-0.003135231	-1.7615379	0.47650972	0.02239457	0.30483332	3.0	6379.002002000809
114	28.601667	0.072882645	28.755754	28.445189	133.05556	11.777044	3.2085762	20.779472	5.0989733	690000	9.934108e-09	12.083694	-0.005963678	-8.457044	0.47635612	0.009237436	0.09849999	79.0	6486.348001718521
115	27.59525	4.3752685	28.949251	8.031486	133.09525	12.494102	3.4388745	20.832483	-1.2541112	696000	0.0	4.5343723	-0.0060154307	-1.0698428	0.47633627	0.004826737	0.07783333	79.0	6595.229080200195
116	26.352795	6.7559385	28.769827	-0.39710963	128.28572	12.350193	3.5030782	20.669653	-3.152867	702000	-4.967054e-09	6.0140977	-0.0041259625	-0.51539284	0.47755277	0.015126479	0.1635	7.0	6706.457524776459
117	27.97871	3.221488	28.77535	8.128744	127.46154	12.53031	2.8677118	20.274277	4.839556	708000	9.934108e-09	13.421207	-0.0072877905	-7.4835095	0.4772819	0.009281679	0.11583334	79.0	6817.3258719444275
118	28.018503	2.9172962	28.67372	8.239676	124.106384	13.033981	2.9903295	20.775032	6.4576917	714000	4.967054e-09	4.0978813	-0.0042310995	-1.0884218	0.45353076	0.019061264	0.26183334	2.0	6929.2902710437775
119	27.366924	4.5548353	28.572805	7.9776382	124.052635	12.887951	3.056875	21.038616	-2.3143241	720000	4.9670536e-08	22.847075	-0.004521286	-14.766267	0.4533029	0.008254167	0.07633334	79.0	7041.9630925655365
120	25.57827	7.0990357	28.623993	7.838407	127.95349	11.71101	4.420938	20.309174	-3.546574	726000	-2.7318796e-08	8.931609	-0.0065307566	-1.5648376	0.4428757	0.006933615	0.09266666	79.0	7152.6254732608795
121	26.130175	6.7419662	28.501518	1.6140177	145.5641	11.815625	3.6062248	19.960922	-2.08265	732000	0.0	18.946041	0.0012767682	-11.444892	0.42897603	0.015956333	0.22549999	2.0	7267.600462913513
122	28.457079	0.10249934	28.757046	28.264421	122.75	13.145808	2.8767385	19.824461	6.594251	738000	2.3593506e-08	1.8678885	-0.0009000486	-1.5767981	0.42902014	0.016460367	0.221	4.0	7379.36884021759
123	27.501535	4.1285834	28.62591	7.5831137	118.708336	13.292159	3.323871	20.490606	-0.8779871	744000	9.934108e-09	3.679921	-0.0029009369	-0.88432735	0.42920312	0.015430671	0.19083333	3.0	7494.292796611786
124	27.721498	3.542739	28.540546	7.6859636	116.121216	13.058326	2.673796	20.308626	2.2177346	750000	-4.9670536e-08	38.29829	0.008641109	-30.99851	0.42925617	0.024104768	0.29099998	3.0	7610.969428062439
125	27.696932	4.0113244	28.520798	-0.37670434	110.6	13.01813	2.8757563	20.148344	1.0746527	756000	-8.071463e-09	5.8407626	0.0008623786	-4.124559	0.42921162	0.01681345	0.22033334	4.0	7733.276392698288
126	26.978823	5.048418	28.490211	7.6812844	114.847824	13.770379	2.7787561	20.631372	1.4286484	762000	-1.4901161e-08	13.662514	-0.002401989	-4.17794	0.42891324	0.016767938	0.21416666	4.0	7849.998250007629
127	27.159775	5.623388	28.532219	-0.40042627	111.0	13.217969	2.6422765	19.519274	0.5325676	768000	-4.967054e-09	4.263393	-0.007169087	-1.4777666	0.42843103	0.010583661	0.14266667	79.0	7973.3955183029175
128	28.267069	0.079651035	28.518948	28.115116	110.42553	12.90595	4.0644617	20.625065	0.19423053	774000	2.483527e-09	3.1282337	-0.0016932177	-0.52669245	0.4165926	0.017576063	0.287	6.0	8094.303522109985
129	27.029165	4.786679	28.351393	7.5379524	109.55769	13.800888	3.0460172	20.671984	-0.8067024	780000	0.0	8.796059	-0.0023881888	-2.1421561	0.41531298	0.016315853	0.21216667	9.0	8219.543937921524
130	27.837141	2.8386588	28.48116	7.5708976	109.40385	13.811857	3.0887754	20.492239	-1.4370624	786000	-2.9802322e-08	3.0034788	-0.0029029597	-0.14467634	0.41281995	0.01799238	0.23633333	2.0	8339.585603237152
131	27.234934	4.447935	28.46234	7.5747886	110.14634	12.580253	3.8382518	20.465178	-3.21902	792000	1.9868216e-08	20.292973	-0.006215899	-12.702545	0.41220865	0.0075476863	0.08766667	79.0	8458.539929389954
132	26.9275	5.390358	28.316668	-0.40654236	106.85185	13.535621	3.0561814	20.528744	-1.1891185	798000	4.967054e-09	4.9791336	-0.0021771255	-1.3309566	0.40032277	0.017231844	0.22183333	3.0	8582.806633710861
133	27.639559	3.8865108	28.556492	1.5745406	125.82609	12.976441	3.6775274	20.489408	2.4022508	804000	1.9868216e-08	8.365689	-0.008550669	-6.0752177	0.40026057	0.010384544	0.1445	79.0	8708.835056304932
134	28.178337	0.06212788	28.331745	28.064352	103.76	13.412543	4.2538953	20.885279	-0.24194899	810000	2.483527e-09	1.6942353	-0.0040577096	-0.18356527	0.37846044	0.017640812	0.25783333	4.0	8835.493616342545
135	27.603622	3.811814	28.280813	-0.40369156	99.96364	14.302068	3.3940232	20.90369	-1.149093	816000	1.2417634e-08	5.647018	-0.0003275359	-0.12902664	0.37818766	0.015141271	0.26183334	2.0	8967.083979606628
136	26.145294	6.6507096	28.33831	-0.4146601	117.77551	12.76951	5.244327	21.099136	-1.5806652	822000	1.1175871e-08	10.435746	-7.835527e-06	-3.547065	0.3779396	0.01846314	0.23183334	2.0	9096.681812763214
137	27.023897	4.5574613	28.18202	7.453341	99.25862	13.961794	2.893301	20.615541	-3.4580424	828000	1.7384687e-08	13.826795	-0.0058443286	-1.4794949	0.37771174	0.0036334333	0.0675	79.0	9228.462058544159
138	26.704609	5.444908	28.222584	1.6282784	117.734695	13.566083	3.5906405	20.619352	-5.9715314	834000	-4.9670536e-08	19.976408	-0.006317721	-10.5995865	0.37825713	0.009316572	0.089666665	79.0	9359.562278747559
139	28.067652	0.054330174	28.19034	27.961893	97.05	14.732667	2.450977	20.71613	6.6738596	840000	9.313226e-10	1.0935196	0.00039396784	-0.9814903	0.3874062	0.022951683	0.30583334	2.0	9496.458961248398
140	27.601635	3.6468253	28.20897	-0.4070807	96.166664	15.160619	2.240072	20.57477	11.044043	846000	-1.9868216e-08	1.6120452	-0.003290275	-0.047796566	0.38742712	0.022675572	0.3241667	3.0	9633.349469423294
141	28.043749	0.044683117	28.170252	27.94591	95.31481	14.395575	3.0885994	20.665073	2.8782692	852000	0.0	7.352417	-5.9576083e-05	-4.086824	0.387184	0.015345092	0.202	4.0	9768.803278923035
142	28.030191	0.049173016	28.16247	27.92659	94.61667	15.099319	2.298982	20.636862	8.88156	858000	-4.40826e-08	0.3419527	-0.0021540252	-0.2650323	0.38682464	0.018056298	0.24249999	3.0	9904.21176981926
143	26.418285	5.8141804	28.083305	-0.40997964	92.929825	14.63536	3.264609	20.550549	0.32263678	864000	2.483527e-09	15.670444	0.0003742069	-4.0303583	0.3865197	0.018518915	0.19733334	4.0	10037.678352117538
144	27.66206	2.569496	28.17416	7.4341974	91.52381	14.523606	2.7247443	20.738722	-1.6706585	870000	-9.934108e-09	2.5741508	-0.006811092	-1.0531273	0.38575134	0.0065766	0.11333334	79.0	10179.176255702972
145	27.07652	4.5496874	28.262281	1.6022118	108.84615	13.915749	4.058688	20.511675	-1.0303915	876000	1.9868216e-08	8.960528	0.0063078864	-5.6259904	0.36704525	0.021224285	0.34366667	6.0	10317.232147693634
146	27.599075	2.6983476	28.104002	7.409397	89.73684	13.696393	4.7479677	20.642776	0.0049646087	882000	2.2351742e-08	5.6749496	-0.002186733	-1.1455084	0.36641857	0.0152080385	0.23716664	2.0	10457.314752817154
147	27.945898	0.04545265	28.062048	27.839102	88.80303	15.269896	2.1664982	20.364	4.3736773	888000	1.9868216e-08	1.7343894	-0.0014176274	-1.6543226	0.36611292	0.018164197	0.19166666	6.0	10602.979796409607
148	26.09921	6.395291	28.0713	-0.40630734	86.56923	15.636556	2.4315882	20.708612	-0.46738768	894000	2.9802322e-08	13.684345	-0.007131422	-2.6758509	0.3649279	0.006462865	0.09266666	79.0	10751.25348186493
149	27.618776	2.5087042	28.036287	7.396576	88.15151	15.090224	2.3364184	20.598085	0.28082144	900000	-9.934108e-09	2.360075	0.001679611	-0.6250274	0.36519495	0.021626862	0.2885	2.0	10897.144787073135
150	27.934113	0.049951006	28.045843	27.833256	87.681816	15.769849	2.1368217	20.635899	9.98502	906000	-4.346172e-09	0.23367582	-0.0063371635	-0.1467941	0.36512497	0.005680036	0.06266666	79.0	11045.345069408417
151	27.923473	0.046080455	28.03149	27.825949	86.98276	15.365391	2.4600255	20.752851	2.2675123	912000	-5.9604645e-08	15.115418	0.001726667	-12.483504	0.36863652	0.01583918	0.233	6.0	11190.243992090225
152	27.535591	2.7502604	28.00126	7.327655	86.01818	13.467668	5.302756	20.822073	-1.517615	918000	-9.934108e-09	5.8962708	-0.0056445342	-0.944057	0.36804733	0.0074387877	0.08433334	79.0	11337.520518541336
153	26.893654	4.762247	27.989304	1.5548317	104.489365	11.24636	6.921012	20.66063	-1.2760098	924000	4.9670536e-08	6.301763	-0.005059287	-0.6536506	0.34214392	0.015513477	0.194	2.0	11482.136400461197
154	27.476194	3.4319527	28.001747	-0.40311086	84.8806	15.345526	2.5277805	20.638348	-0.20876822	930000	-2.483527e-09	4.7551017	0.0013506096	-1.4351133	0.34201702	0.015106385	0.22833331	2.0	11629.090633869171
155	27.912334	0.045201186	28.036058	27.78695	86.22727	15.775714	2.0477614	20.704742	12.016809	936000	-1.7384687e-08	0.2013809	-0.0030736306	-0.1354212	0.3420156	0.025284437	0.30966666	3.0	11773.527892827988
156	27.877317	0.046492346	28.018667	27.787294	83.60294	15.881396	2.0470083	20.576935	11.992515	942000	9.934108e-09	0.10162982	-0.0052255564	-0.03994805	0.34206042	0.03166757	0.38900003	2.0	11925.019192695618
157	27.859642	0.0366135	27.934769	27.77999	81.361115	16.072546	2.024419	20.507053	10.83445	948000	1.4901161e-08	0.124147095	-0.0034747596	-0.06563764	0.34200874	0.026915954	0.35033333	2.0	12081.815838813782
158	27.825596	0.036918093	27.93042	27.754864	79.129036	15.533051	2.8550863	20.805077	0.6815165	954000	3.973643e-08	16.415804	0.0023790747	-13.524398	0.3419334	0.016116677	0.19666667	2.0	12236.74265241623
159	27.811247	0.03883773	27.918118	27.73968	77.44231	12.156331	6.930491	20.785763	-0.64039093	960000	-4.967054e-09	5.1273355	-0.00483044	-0.5901566	0.34181216	0.021429026	0.24599999	2.0	12391.20989370346
160	25.822258	6.0390677	27.847883	7.2123957	77.91781	16.273363	2.0519032	21.03866	7.440104	966000	-9.934108e-09	25.177383	0.0037426455	-10.603599	0.34154812	0.015599391	0.25466666	4.0	12550.591053724289
161	24.606722	7.8431935	27.85324	-0.41020015	93.03571	11.703567	6.479569	20.222738	-5.4725475	972000	0.0	20.351065	-0.010671932	-4.6568294	0.34087503	0.008325338	0.10866666	79.0	12711.576971530914
162	26.88809	4.486344	27.8699	-0.41260707	75.23077	15.082896	2.581644	20.804342	-1.3946186	978000	9.934108e-09	9.048931	-0.006869685	-2.22636	0.33383644	0.008050677	0.088999994	79.0	12876.435024738312
163	27.788809	0.040284302	27.874146	27.707087	76.02564	16.254333	1.8989555	20.579317	7.6251345	984000	-7.450581e-09	3.5356634	-0.0048016347	-0.6454032	0.32014975	0.009112473	0.097833335	79.0	13040.361054420471
164	27.765171	0.037020795	27.869349	27.688414	74.74359	16.80089	1.9282677	20.778852	13.160096	990000	-4.346172e-09	0.084487855	0.0017383929	-0.03097911	0.313269	0.019283822	0.25583336	2.0	13207.03310918808
165	27.7732	0.039214227	27.86711	27.688484	74.410255	16.727177	1.8969992	20.638346	13.125671	996000	1.4901161e-08	0.06838543	-0.0036431577	-0.016030332	0.31304312	0.02258703	0.31916666	2.0	13373.88373875618
166	27.235868	3.226844	27.8917	7.338792	73.47436	16.710308	1.8988328	20.654438	9.534233	1002000	-1.4901161e-08	5.567329	-0.0010085503	-0.39004347	0.31277055	0.03001753	0.31966668	2.0	13540.162296295166
167	27.721233	0.02833914	27.796377	27.657043	71.22535	15.3938675	3.638785	21.07658	1.6838942	1008000	-2.9802322e-08	9.194087	-0.0014525056	-6.34049	0.312492	0.017657552	0.29	3.0	13710.052745103836
168	26.963867	3.8595052	27.823032	7.1159053	70.86585	16.718493	2.5387528	21.089525	-1.3187127	1014000	4.967054e-09	9.405902	0.0006020777	-2.7230365	0.31238315	0.016057506	0.19883335	2.0	13879.896983861923
169	27.209072	3.137671	27.778385	7.19958	70.156624	16.221664	2.7122629	20.931463	-4.958519	1020000	-1.4901161e-08	9.884212	0.0030037214	-0.52939844	0.3123392	0.0162831	0.30233333	2.0	14056.337560415268
170	26.447863	5.592093	27.793005	-0.41891	68.42623	13.347525	6.227721	20.96237	-1.5083647	1026000	2.8560558e-08	12.141307	-0.0049883896	-3.8877003	0.3123044	0.015345779	0.19633333	6.0	14230.141761779785
171	26.78139	5.050607	27.800959	-0.41843417	69.416664	11.959914	7.230394	20.852827	-0.28813526	1032000	-1.9868216e-08	8.241385	-0.0039384067	-0.31108436	0.31262335	0.018444603	0.17616665	3.0	14399.274899244308
172	27.716244	0.03666729	27.820583	27.653173	70.20238	16.375256	1.7218041	21.043844	6.5265684	1038000	-1.7695129e-08	1.4490174	-0.0052061426	-1.3576703	0.3128965	0.006903846	0.061999995	79.0	14572.405559539795
173	27.710278	0.0358818	27.85622	27.64949	69.5119	17.03648	1.875051	21.214	13.487372	1044000	-4.284084e-08	0.06909259	-0.005651654	-0.025177367	0.3027479	0.020316442	0.26866665	3.0	14748.572840452194
174	27.450857	2.2254665	27.785025	7.178167	68.46429	17.062906	1.9000117	20.937632	4.4902844	1050000	7.450581e-09	2.851349	-0.0020690102	-0.63664925	0.3024826	0.018491691	0.3105	4.0	14924.90731549263
175	27.689054	0.035540424	27.81905	27.626078	67.696205	16.509985	2.996181	21.162525	2.0871696	1056000	9.934108e-09	3.4858513	-0.0018020421	-1.6141149	0.30191377	0.018069176	0.25166667	2.0	15101.305363416672
176	27.334486	3.1839101	27.765594	-0.4207587	67.83117	16.063675	3.9745905	21.305023	1.1110272	1062000	1.9868216e-08	5.2660594	-0.0030695808	-1.5143366	0.30156675	0.024404258	0.3295	4.0	15276.933568954468
177	27.462204	2.2145517	27.791931	7.289104	67.90476	16.836443	1.7575328	20.414507	3.6631649	1068000	-3.4769375e-08	3.3743584	-0.004004357	-0.6881447	0.30093166	0.021967387	0.303	2.0	15453.551013469696
178	27.680607	0.03641044	27.772251	27.61467	66.87059	17.052309	1.8707334	20.910223	13.262096	1074000	6.829699e-08	0.13105498	0.004403941	-0.08784884	0.3006419	0.025903085	0.30733335	1.0	15636.026067972183
179	27.674679	0.037485823	27.754395	27.609787	66.26966	17.311174	1.8331962	21.187916	13.614011	1080000	3.7252903e-09	0.04035372	0.006853936	-0.011215388	0.3005083	0.03758481	0.35300002	1.0	15817.602018356323
180	27.655157	0.034690175	27.747665	27.595581	65.24324	15.994657	3.8499653	21.547806	0.7978967	1086000	-9.934108e-09	15.783566	0.0066364068	-10.47188	0.300397	0.017842721	0.24533333	1.0	16001.561004638672
181	27.347395	2.4458234	27.726357	7.1802583	64.46377	13.745805	6.4814396	21.282084	0.79459614	1092000	-2.4214387e-08	6.9112506	0.0010780726	-0.8110073	0.30032048	0.021243026	0.26033333	2.0	16186.495177984238
182	26.724026	4.2217298	27.717201	7.0875998	64.21111	16.855421	2.2115362	21.079063	0.7139701	1098000	-4.967054e-09	8.374161	-0.0006178866	-1.1106738	0.30003896	0.017822312	0.303	2.0	16371.688734531403
183	25.119297	6.7230415	27.711445	7.0646834	64.76667	16.46121	3.4136617	21.94317	-9.70392	1104000	0.0	20.662058	0.0028776627	-2.7283165	0.29965007	0.021028848	0.3325	1.0	16555.73440361023
184	27.168648	3.028315	27.707552	7.066658	63.444443	16.471273	2.544682	20.52558	-4.1655602	1110000	3.4769375e-08	4.9628778	0.009891859	-1.1231687	0.2994567	0.028056249	0.40699998	1.0	16742.180360794067
185	27.631033	0.028621541	27.72239	27.57558	62.9	17.400482	1.8422531	21.8548	11.264311	1116000	1.9247333e-08	0.3185167	0.018937964	-0.2825409	0.2992983	0.038763452	0.46366668	1.0	16929.82324051857
186	27.641026	0.03637126	27.745356	27.56983	63.166668	17.530472	1.7977016	22.11213	13.83021	1122000	-1.1951973e-08	0.114893235	0.010404774	-0.071228616	0.29914844	0.024735043	0.38133335	1.0	17117.161925315857
187	27.648172	0.038070723	27.736868	27.568764	63.31111	17.504374	1.8210354	21.715803	13.867026	1128000	-1.7384687e-08	0.07825379	0.00044066273	-0.033842113	0.29900956	0.026352951	0.28316665	2.0	17304.42529463768
188	27.63479	0.03499914	27.726927	27.564928	62.08421	17.507963	1.823941	21.525272	13.209433	1134000	-4.967054e-09	0.046310436	-0.0041527594	-0.017283658	0.29877654	0.021710858	0.31466666	2.0	17496.075562238693
189	27.622475	0.035607092	27.705057	27.555756	60.682926	16.082548	4.3218594	21.53565	1.4726362	1140000	9.934108e-09	7.623081	-0.0003763909	-5.794491	0.29846472	0.025557453	0.2875	3.0	17689.952773094177
190	27.599127	0.032328732	27.687933	27.540094	59.229168	17.64935	1.8101913	22.041145	13.878639	1146000	5.4637592e-08	0.11218191	0.0007468524	-0.08088373	0.29785225	0.0171099	0.2706667	3.0	17887.70892381668
191	27.182144	2.8461525	27.66802	7.039964	58.588234	17.801424	1.9256305	22.34121	3.8284051	1152000	1.1175871e-08	7.625538	0.002114895	-1.6191807	0.29752487	0.024961784	0.32133332	2.0	18090.19884443283
192	27.310173	2.760602	27.669714	-0.43188247	57.92157	17.893616	1.8457361	22.326225	11.758594	1158000	4.2219956e-08	1.9024202	-0.001551656	-0.21431686	0.2973447	0.02292698	0.305	3.0	18292.612925052643
193	27.583948	0.028746318	27.654478	27.520042	57.72549	17.801111	1.7441388	20.996223	14.192874	1164000	2.0489097e-08	0.08697778	-0.0023475585	-0.05958064	0.29702297	0.017378466	0.17466666	4.0	18500.488126516342
194	27.569326	0.028285924	27.651558	27.510254	56.686275	17.908592	1.8587759	22.388844	14.2908535	1170000	3.663202e-08	0.031835422	-0.011796947	-0.009085734	0.29666293	0.01642003	0.24716668	2.0	18707.70720410347
195	27.350813	2.0336635	27.623188	7.0158443	55.673267	17.286549	3.7576716	22.611937	0.41213495	1176000	-4.967054e-09	3.9059467	0.0018362006	-0.25179523	0.29650015	0.01829107	0.25849998	2.0	18920.060667276382
196	27.354807	1.9653986	27.612375	7.026343	54.842594	17.873865	1.8887764	21.182137	0.62004983	1182000	1.4901161e-08	2.4131312	-0.00021164678	-0.14721529	0.296429	0.017471341	0.24866669	2.0	19131.824435949326
197	27.346395	1.9603122	27.60751	7.070725	53.898148	18.014338	2.0310414	21.9077	-1.020274	1188000	4.967054e-09	1.7656794	-0.0008197427	-0.30757582	0.29632846	0.021763952	0.3805	3.0	19348.539234399796
198	27.524986	0.025934158	27.627861	27.485817	53.32323	16.687706	4.997085	21.828142	0.15909103	1194000	-9.934108e-09	2.2092328	-0.0015717804	-0.8122967	0.29606983	0.025423342	0.31883332	3.0	19564.97595024109
199	27.065165	3.366943	27.613724	-0.4415141	53.259617	17.289019	4.2074056	22.131756	-0.17956492	1200000	-2.483527e-09	6.242868	-0.002637174	-0.50151163	0.29570395	0.026127905	0.3791667	4.0	19782.512227773666
200	27.524132	0.029305147	27.629116	27.475327	52.657658	18.016176	1.6767725	21.202785	12.777274	1206000	-1.4901161e-08	2.487141	-0.0041287844	-0.337346	0.2950207	0.006203847	0.0885	79.0	20006.42768883705
201	27.52002	0.027956638	27.602564	27.481815	52.564358	16.887156	5.185065	22.917843	0.40131754	1212000	1.9868216e-08	1.7967964	-0.001745142	-0.35502878	0.2696833	0.018647665	0.27266666	2.0	20228.1921312809
202	27.152418	2.721555	27.597755	6.9695	52.580357	18.212791	1.8211588	21.844723	4.546135	1218000	-1.9868216e-08	4.926132	-0.0025210641	-2.1701477	0.26931643	0.023490002	0.34233335	3.0	20450.16297698021
203	27.520847	0.025512112	27.599382	27.478685	52.38889	14.815213	7.0742273	21.746235	-0.14083314	1224000	-1.9868216e-08	3.7613018	-0.0011607198	-1.010744	0.26872933	0.026690936	0.39783335	2.0	20669.324003458023
204	27.528423	0.029102542	27.616169	27.466267	52.78899	18.146532	1.7078959	21.931307	14.42866	1230000	1.3969839e-08	0.13892125	-0.00095271575	-0.1141394	0.2683792	0.015330787	0.25916666	2.0	20891.659658670425
205	27.521389	0.021636987	27.586615	27.47806	52.482143	18.263815	1.8631291	22.132832	12.516969	1236000	3.7252903e-09	0.08790282	-0.0026578822	-0.05924125	0.26812485	0.016857805	0.19733334	2.0	21114.23767399788
206	27.324556	1.9591488	27.57952	6.966026	51.844036	17.621687	3.8726847	22.305202	-0.08598916	1242000	2.1109978e-08	3.8436232	-0.0023752935	-1.0840746	0.26790833	0.017807696	0.24283333	3.0	21340.343507528305
207	27.256702	2.5940108	27.563932	-0.4387805	50.765217	18.19884	1.8855412	22.144094	12.425085	1248000	-6.208817e-09	1.862271	-0.0029324207	-0.18105347	0.2675934	0.024788931	0.32466665	2.0	21569.751165390015
208	27.49488	0.025868557	27.56581	27.44823	50.903507	18.412682	1.7655528	22.031599	12.961974	1254000	2.173086e-08	0.14409983	-0.001640505	-0.12482276	0.26740998	0.015134674	0.1625	4.0	21796.787692546844
209	27.483845	0.024572462	27.57241	27.44147	50.094826	18.514244	1.8434054	22.578117	15.0361395	1260000	2.4835268e-08	2.2566793	0.0007467127	-0.063282944	0.2674603	0.02167117	0.28366667	2.0	22029.73869395256
210	27.488428	0.023683673	27.563234	27.435663	50.16522	18.721504	1.8361226	22.563828	15.266262	1266000	-1.4901161e-08	0.059892695	-0.0020276508	-0.03981109	0.26752672	0.018699935	0.24800001	3.0	22262.225415706635
211	27.478981	0.022777244	27.532253	27.434626	49.466667	18.566473	1.8347762	22.39024	15.018057	1272000	-4.967054e-09	0.02031212	-0.0046056756	-0.0042535854	0.26743692	0.025360445	0.39266667	2.0	22494.428184747696
212	27.238928	2.5375688	27.5686	-0.44126236	48.608334	18.651365	1.8509173	22.433733	15.15802	1278000	5.7121117e-08	1.6814529	-0.0051148157	-0.017922303	0.26730338	0.048376095	0.50766665	2.0	22731.526938199997
213	27.46736	0.027639348	27.53836	27.421234	47.983334	18.634237	1.7713856	21.930103	15.227562	1284000	4.656613e-08	0.09501228	0.0018925844	-0.08100424	0.26711255	0.017246688	0.29766667	2.0	22968.190336465836
214	27.458372	0.028651142	27.523275	27.414898	47.24706	14.3506	6.911938	22.45597	1.2302502	1290000	-2.4835268e-08	10.700597	-0.0024917598	-6.3602357	0.26691356	0.016633043	0.2928333	2.0	23206.124108552933
215	27.453468	0.023407007	27.515121	27.410929	47.147728	13.352304	8.2312	22.234667	0.33259505	1296000	-4.967054e-09	2.882096	-0.0031824782	-0.11554495	0.26664293	0.015371236	0.21333332	1.0	23444.79029250145
216	27.118677	2.5610049	27.521957	6.931957	47.126984	18.667465	1.7685065	22.480658	5.996084	1302000	4.4703484e-08	4.785365	0.003440785	-1.1625786	0.26648843	0.021920666	0.27466667	2.0	23687.2031955719
217	26.567295	4.3500166	27.526867	-0.44386014	47.104	18.108807	3.0378487	22.647774	-4.790014	1308000	-6.084641e-08	9.447662	0.0024573177	-1.3991886	0.26617977	0.016126515	0.24883334	3.0	23931.36307811737
218	27.063217	3.0621793	27.506699	-0.44065347	46.595238	18.383995	2.0337005	21.94551	-1.6722265	1314000	2.4835268e-08	3.636328	-0.003130309	-0.23933615	0.26555118	0.020609813	0.36516666	2.0	24177.315157175064
219	27.445402	0.021908319	27.516554	27.407652	46.42857	18.722063	1.7765856	22.26748	11.632554	1320000	3.259629e-09	0.1616764	-0.007500635	-0.14105804	0.26509476	0.007978744	0.09766666	79.0	24426.648759126663
220	27.445377	0.019609354	27.502016	27.408474	46.23016	18.872215	1.8794107	22.76815	15.547669	1326000	-7.450581e-09	0.020254588	-0.006566173	-0.002849362	0.24934863	0.015905224	0.25116667	2.0	24674.57305908203
221	27.437523	0.021006025	27.496431	27.400738	45.738094	18.898453	1.876227	22.802862	15.264707	1332000	2.9802322e-08	0.018366972	-0.001699176	-0.004933186	0.24913482	0.03686754	0.38933334	2.0	24922.13888812065
222	27.117483	2.5072393	27.4971	6.8976436	45.060608	18.938745	1.9436594	22.925764	5.3574433	1338000	-4.967054e-09	4.3371696	0.0054207146	-1.0028942	0.24883382	0.026420036	0.3543333	2.0	25174.50771546364
223	27.109833	2.506793	27.488863	6.8935623	44.68182	18.779573	2.2549267	22.826843	-8.985174	1344000	2.7318796e-08	3.0781186	0.0020574655	-0.22741961	0.2484879	0.029160671	0.393	2.0	25431.844564437866
224	27.41799	0.022039548	27.513853	27.382235	44.098484	18.928413	1.8730695	22.473152	13.163779	1350000	1.7384687e-08	0.18060355	-0.007455619	-0.16333038	0.24818979	0.0044519696	0.09883333	79.0	25691.96644449234
225	27.417942	0.02217369	27.493221	27.379133	44.090908	19.063774	1.9182886	22.958485	15.738445	1356000	-3.1044085e-08	0.01582697	-0.008655575	-0.0021891813	0.24252747	0.015017758	0.25733334	3.0	25950.13701915741
226	27.410591	0.022244222	27.494513	27.370705	43.496296	19.061682	1.9014611	22.946373	15.048079	1362000	1.4901161e-08	2.0080626	-0.000108024724	-0.03182433	0.24252637	0.018143993	0.22183333	3.0	26213.663111925125
227	27.406984	0.020483993	27.478664	27.371021	42.984497	18.102936	4.6917567	23.132044	0.9273356	1368000	0.0	1.5257493	-0.0033373025	-0.16641842	0.24238865	0.016174011	0.21533333	2.0	26480.18256378174
228	27.107355	2.4456587	27.474127	6.9261985	42.913044	19.045832	1.947007	22.632584	1.9388683	1374000	1.9868216e-08	3.979367	0.00047189122	-0.8139828	0.24226208	0.017788766	0.281	3.0	26741.975088119507
229	27.256798	1.7421231	27.473282	6.867062	42.724636	19.009836	2.0162587	22.859884	-0.49333712	1380000	-1.9868216e-08	1.6153536	0.0012996513	-0.08553409	0.24222346	0.023727387	0.34799996	2.0	27010.220311164856
230	27.406137	0.020882789	27.46235	27.37589	42.557972	19.099316	1.9388452	22.873598	7.6033382	1386000	-3.7252903e-09	0.11764577	-0.0015365286	-0.102051295	0.24220003	0.015205328	0.19366665	6.0	27279.505539417267
231	27.205763	2.352865	27.486732	-0.4328757	42.294964	19.108727	2.0054286	23.183832	1.4688469	1392000	4.617808e-09	3.2054484	-0.005032289	-0.10446558	0.24151485	0.016089285	0.198	2.0	27548.001483678818
232	27.399456	0.02063209	27.475819	27.365847	42.224636	19.219273	1.8755467	22.850002	15.832253	1398000	-1.3969839e-08	0.061568778	-0.002964685	-0.048108816	0.24113739	0.015652133	0.25933334	5.0	27817.242163658142
233	27.396011	0.0211317	27.475489	27.354446	41.721428	19.168457	1.9275817	23.109446	15.3541975	1404000	1.2417634e-08	0.022864321	-0.0031765776	-0.010514787	0.24045081	0.02325368	0.3485	3.0	28092.282290935516
234	27.390282	0.022777958	27.4613	27.3597	41.291668	19.240816	1.9383247	23.145731	15.894218	1410000	4.40826e-08	0.016097369	-0.002691284	-0.0025486464	0.24012518	0.015954988	0.20583332	1.0	28365.575652599335
235	27.387352	0.02046034	27.458138	27.343117	40.930557	19.270615	1.9415861	23.15855	15.978656	1416000	3.973643e-08	0.0111910375	0.00048825206	-0.00159573	0.2400542	0.042738926	0.39333335	2.0	28643.597199201584
236	27.237522	1.7036804	27.452696	6.866338	40.395832	19.289003	2.016401	23.099335	4.287594	1422000	-1.2417634e-08	1.8282686	4.685049e-05	-0.48020902	0.23984237	0.016806753	0.26133332	1.0	28921.625173330307
